Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2020-02-11,6.667105674743652,6.781837046465361,6.59095006078048,6.652920011237149,638556000
2020-02-12,6.782832622528076,6.789303609316135,6.6810427471678455,6.719867243823403,374644000
2020-02-13,6.7390313148498535,6.806227621791376,6.6974692706660415,6.724845649351327,528016000
2020-02-14,7.212141990661621,7.341059034322316,7.117818524879411,7.149176609223402,1041924000
2020-02-18,7.380879878997803,7.399296940879864,7.089447604423475,7.108859618666607,620164000
2020-02-19,7.832087516784668,7.8497578844964195,7.503324213862559,7.503324213862559,694332000
2020-02-20,7.68276309967041,7.872405426871705,7.375402657191231,7.784055011926887,810052000
2020-02-21,7.318660736083984,7.5956585896152315,7.23379453271584,7.5705222779789745,768180000
2020-02-24,6.801249027252197,7.015032728613473,6.669843188096239,6.724346724805658,856916000
2020-02-25,6.521762847900391,6.9383791289907055,6.419972975741394,6.876409179119824,1055496000
2020-02-26,6.6611328125,6.855255296567621,6.520518914603024,6.522011817590938,747732000
2020-02-27,6.290335655212402,6.648929741547789,6.197947835314814,6.347610964321762,906416000
2020-02-28,6.725381374359131,6.784898103552778,6.021142747479022,6.037827190608867,1133252000
2020-03-02,6.883761405944824,6.912648433620165,6.499518055280769,6.895465739135257,890744000
2020-03-03,6.621289253234863,6.999307023640766,6.535874048383483,6.939541411420156,652792000
2020-03-04,7.084971904754639,7.094434830033744,6.65391174330431,6.728619123135389,597408000
2020-03-05,6.805566787719727,7.052349007113652,6.7609913459099165,6.885503158817926,540328000
2020-03-06,6.62502384185791,6.683544539537678,6.424808655737229,6.626019864056424,515412000
2020-03-09,6.11203670501709,6.459673702374688,5.931245574441285,5.974077388240757,614160000
2020-03-10,6.5015082359313965,6.5015082359313965,6.125731896825356,6.388451401363497,580648000
2020-03-11,6.1376848220825195,6.38994586331887,6.04056576513006,6.361557091677806,499964000
2020-03-12,5.386630058288574,5.879945599168345,5.373929705464922,5.614486423807878,816540000
2020-03-13,5.997486114501953,6.001968453269263,5.468809052368044,5.73999553502742,634836000
2020-03-16,4.890824317932129,5.630424859985046,4.831058699125566,5.289511138473872,726972000
2020-03-17,5.410534858703613,5.4999346079931035,4.756350222132511,5.003132383106857,833632000
2020-03-18,5.050697326660156,5.228002130434769,4.499359291947831,4.982963056670946,874268000
2020-03-19,5.3034563064575195,5.397089051683916,4.815868008217613,5.029280865027534,765512000
2020-03-20,5.123661041259766,5.735511767463592,5.108221508815818,5.453617044388222,804636000
2020-03-23,5.296483516693115,5.390863877993336,4.943617068293397,5.122665029285088,643876000
2020-03-24,6.205170631408691,6.2918312232495754,5.678983959481302,5.702641033345908,1101644000
2020-03-25,6.116518497467041,6.51993651399452,6.067709603569407,6.320219550387866,793432000
2020-03-26,6.405884265899658,6.529897835657393,6.2255909210386315,6.323706009766051,696108000
2020-03-27,6.293573379516602,6.552308779778752,6.192718654401704,6.225589760738807,638828000
2020-03-30,6.6138200759887695,6.623034115756195,6.314991462992382,6.359068666785225,602252000
2020-03-31,6.56426477432251,6.858112811409178,6.4185856652693705,6.653912981841744,949960000
2020-04-01,6.053018093109131,6.512715950868044,6.008443118777632,6.366290197653888,656912000
2020-04-02,6.361806869506836,6.375004996448508,6.034091777591289,6.082153060595825,675764000
2020-04-03,6.073935508728027,6.365790946733612,5.936474454401283,6.324204046373109,663212000
2020-04-06,6.683794021606445,6.720649696082763,6.2985542597634785,6.356078940367916,727884000
2020-04-07,6.450459003448486,6.929082636686835,6.407377832223849,6.9054250880511185,784520000
2020-04-08,6.647686004638672,6.672588463674239,6.489555935983957,6.559531613136199,542444000
2020-04-09,6.548075199127197,6.796351649251592,6.485072167404843,6.77344171497517,525564000
2020-04-13,6.719902992248535,6.728618781540111,6.399907656900976,6.4883109339869005,398408000
2020-04-14,7.071022987365723,7.105138993128106,6.820505196238749,6.848146822247738,530948000
2020-04-15,6.993578910827637,7.076503817829352,6.857612138751561,6.902934237785307,366148000
2020-04-16,7.33872652053833,7.445806762036778,7.135772595346985,7.148970722910891,745620000
2020-04-17,7.279458522796631,7.4423198025387185,7.145483789087821,7.42090366109645,539120000
2020-04-20,7.14822244644165,7.3088427830521985,7.103896370864844,7.152954145646521,449388000
2020-04-21,6.711435317993164,7.091445112329841,6.651669709020383,7.030185707489499,735160000
2020-04-22,7.1258111000061035,7.168643384661599,6.858110983321336,6.903681973130234,483356000
2020-04-23,7.072519779205322,7.2998783766301765,7.047368434745223,7.167896158666759,424160000
2020-04-24,7.211475372314453,7.2134674170069335,6.987603082107009,7.062310457773697,352328000
2020-04-27,7.397993087768555,7.5578662869260596,7.32129367906679,7.3459472470324645,479388000
2020-04-28,7.255551815032959,7.575298228797527,7.250073455209136,7.545415186633848,442904000
2020-04-29,7.432359218597412,7.485152200070191,7.315068924983544,7.390274070522347,379160000
2020-04-30,7.278463363647461,7.432359986140536,7.264518100117333,7.378321614986375,375916000
2020-05-01,7.0418901443481445,7.194292483570223,6.993579499567315,7.080986751472618,342096000
2020-05-04,7.253808498382568,7.267504872616787,6.994574835078078,6.994574835078078,317556000
2020-05-05,7.314820766448975,7.477433178045729,7.25380976375586,7.357901941109124,368896000
2020-05-06,7.415674209594727,7.520513510750665,7.356406846446579,7.394258543064645,323464000
2020-05-07,7.591982841491699,7.655234767610334,7.503579572014176,7.554878280997428,373732000
2020-05-08,7.781987190246582,7.788212685003819,7.629833761503687,7.663700889959873,339216000
2020-05-11,8.034000396728516,8.080816769532566,7.748369985297888,7.777007644992657,469060000
2020-05-12,7.772026538848877,8.140581362852945,7.762314728379577,8.091772948717608,493060000
2020-05-13,7.749614715576172,8.046948482659857,7.565087945015073,7.886577506904461,625852000
2020-05-14,7.999135971069336,8.004614330322685,7.65747520363775,7.811122899270559,602312000
2020-05-15,8.457589149475098,8.467300485063323,7.843247666290746,7.858936085271432,987660000
2020-05-18,8.71607494354248,8.881675866608335,8.646597525881372,8.726285002404106,774460000
2020-05-19,8.771110534667969,9.052008785604071,8.728527135745038,8.755919887687877,717320000
2020-05-20,8.934967994689941,9.007682848110791,8.854035125997962,8.955885888143905,587536000
2020-05-21,8.740978240966797,9.017144765603891,8.703375432354866,9.016149218326575,761068000
2020-05-22,8.990996360778809,9.057486181890054,8.679219108082181,8.790781187022999,1038764000
2020-05-26,8.68370532989502,9.145894031692047,8.638134325655683,9.120991090890449,770780000
2020-05-27,8.49195384979248,8.599033119211315,7.965517427372133,8.591313828721544,1175892000
2020-05-28,8.453852653503418,8.726283931056674,8.346522605229085,8.379393709007788,734896000
2020-05-29,8.840835571289062,8.840835571289062,8.451860639795001,8.521089170178403,745256000
2020-06-01,8.771858215332031,8.80622360267872,8.655564399421785,8.79875319671636,389876000
2020-06-02,8.790782928466797,8.802736146428314,8.62418643742466,8.761896855847086,391320000
2020-06-03,8.735251426696777,8.831623838211076,8.666022881980009,8.787796002330985,365440000
2020-06-04,8.736246109008789,8.912385353241994,8.647552560413976,8.69787819453533,424280000
2020-06-05,8.889216423034668,8.965950355172382,8.677948158898555,8.764149807557894,481748000
2020-06-08,8.774613380432129,8.859070124308195,8.655774627427663,8.846613453118048,387736000
2020-06-09,9.014782905578613,9.078313178349852,8.721050788735848,8.769632482507,468488000
2020-06-10,9.33442497253418,9.467215360522856,9.121910741750701,9.136112317494959,632180000
2020-06-11,8.765896797180176,9.229291406173092,8.755682075997175,9.118425376690231,583652000
2020-06-12,8.901674270629883,9.15554539189167,8.673215446649964,9.130881046214606,570908000
2020-06-15,9.14209270477295,9.150563471402632,8.713576265400734,8.784830305263167,400004000
2020-06-16,9.037203788757324,9.23477038751409,8.808246985074005,9.193164514152052,535716000
2020-06-17,9.204127311706543,9.26690962968148,9.038948800827344,9.082299582724236,408304000
2020-06-18,9.186190605163574,9.250467881789225,9.083047401732872,9.195159372769865,254408000
2020-06-19,9.229289054870605,9.412405087364501,9.195406943583055,9.210604521255469,524160000
2020-06-22,9.493873596191406,9.49835845482481,9.241248418658067,9.267906669276206,398468000
2020-06-23,9.417387962341309,9.609223760973583,9.375035085564633,9.518039245168492,375108000
2020-06-24,9.203630447387695,9.523522838602178,9.112943915397793,9.443549028011027,449372000
2020-06-25,9.457250595092773,9.47219917351608,9.150562864873292,9.323464192064792,376072000
2020-06-26,9.123408317565918,9.467218082457258,9.093512105518155,9.467218082457258,592084000
2020-06-29,9.168251037597656,9.172735896063203,8.869286133575109,9.138105831903935,342248000
2020-06-30,9.46497631072998,9.493377570166425,9.234524477242928,9.281860226431489,367892000
2020-07-01,9.497113227844238,9.542705967758568,9.380517348684924,9.487895459840797,326648000
2020-07-02,9.57907772064209,9.703895336504779,9.545194661870283,9.605735016599972,364056000
2020-07-06,9.80529499053955,9.874555120077645,9.678982404276315,9.708131608857562,315892000
2020-07-07,9.83768367767334,10.035249358720971,9.816756237339161,9.91192667092791,357800000
2020-07-08,10.180747032165527,10.189716751183488,9.931111711651702,9.959263970260519,365480000
2020-07-09,10.472734451293945,10.533523817921163,10.19818487420453,10.344428905085344,494548000
2020-07-10,10.44308853149414,10.618480839614758,10.342935226873866,10.552210604364225,497676000
2020-07-13,10.017560958862305,10.755007091244167,9.990404705995894,10.558438359648575,457076000
2020-07-14,10.341191291809082,10.366852594335969,9.75173213658674,10.040233376502643,542676000
2020-07-15,10.191959381103516,10.3969989221124,10.02105096326029,10.378314382212173,403984000
2020-07-16,10.099775314331055,10.171526393548673,9.86135078427712,9.980438549107026,344964000
2020-07-17,10.16629695892334,10.213134704535644,10.05293997765378,10.19021430782822,266284000
2020-07-20,10.474475860595703,10.494905294919302,10.121697469119031,10.238792265552878,284852000
2020-07-21,10.292856216430664,10.523557935067851,10.251250340995028,10.476719249769989,277036000
2020-07-22,10.402724266052246,10.565908831285782,10.255982277363842,10.331720200607279,367292000
2020-07-23,10.094793319702148,10.510603105060774,9.996632984171347,10.413937722405896,411660000
2020-07-24,10.159321784973145,10.32898424208174,9.743262909368166,9.840924314770806,473292000
2020-07-27,10.385539054870605,10.405718547762048,10.18249152050095,10.196942101644188,292132000
2020-07-28,10.180248260498047,10.346173794016433,10.174020398209997,10.338450978671904,271636000
2020-07-29,10.4293851852417,10.479959834976327,10.311294352254272,10.354893188232401,284508000
2020-07-30,10.577372550964355,10.586341318065257,10.259722142656354,10.339196994838801,308880000
2020-07-31,10.578119277954102,10.72934616378924,10.396996185763363,10.52679668089732,386080000
2020-08-03,10.97225570678711,11.060450332078197,10.678273622483482,10.69546415667313,412720000
2020-08-04,11.189004898071289,11.189004898071289,10.868365510639228,11.01186864600125,310336000
2020-08-05,11.24779987335205,11.332506580940676,11.127716100125092,11.205197994341091,249924000
2020-08-06,11.296380996704102,11.31880338730458,11.14017221407124,11.310581622328327,244316000
2020-08-07,11.160850524902344,11.465047272124,10.999409884640297,11.273460477418752,342516000
2020-08-10,11.126468658447266,11.36887907689594,10.819033027581968,11.295135049824099,427796000
2020-08-11,10.8125581741333,11.098318470452666,10.75849467047517,11.035535200137302,354512000
2020-08-12,11.400772094726562,11.427429397401577,10.920435042632398,10.952823156927446,464412000
2020-08-13,11.403510093688965,11.681298546736729,11.316561436383628,11.50615432938051,374460000
2020-08-14,11.524094581604004,11.664358807033938,11.401020889958053,11.490211514904173,366436000
2020-08-17,12.294426918029785,12.366925960878032,11.77647084788185,11.81035296440147,621300000
2020-08-18,12.218439102172852,12.452877747550117,12.044541772145244,12.407036010306534,503448000
2020-08-19,12.096611976623535,12.272502269183928,12.05625109770303,12.254066733502945,622624000
2020-08-20,12.099102973937988,12.3322956793392,11.837758013672044,11.933676401170455,921388000
2020-08-21,12.639731407165527,12.76454905109329,12.153165555775876,12.159643368535798,999868000
2020-08-24,12.67635440826416,12.867941232553465,12.464338144000836,12.839290026426893,490564000
2020-08-25,12.706000328063965,12.71721104864007,12.53035810263913,12.5871615578878,289076000
2020-08-26,12.728919982910156,12.824090403622819,12.633998562589216,12.755079279788657,321244000
2020-08-27,12.584671020507812,12.805656037139427,12.523133704353224,12.737391908262952,317604000
2020-08-28,13.102377891540527,13.10262689195199,12.598871498450452,12.631259609222237,537160000
2020-08-31,13.328344345092773,13.528151947873681,12.992756452252905,13.137255557317225,500840000
2020-09-01,13.777426719665527,13.949631612697642,13.394138428428857,13.437501233016851,511316000
2020-09-02,14.301268577575684,14.680319697982243,13.856175532405885,14.657391497757109,874012000
2020-09-03,12.97446346282959,13.840723073185023,12.838144401724493,13.78514895398756,945128000
2020-09-04,12.582703590393066,13.133461413536873,11.667846759486407,12.74344435701428,1463684000
2020-09-08,11.87544059753418,12.510432336762877,11.667348976243487,11.697503200446143,795728000
2020-09-09,12.67491340637207,12.768865989379982,12.19318633889439,12.36090597859169,736200000
2020-09-10,12.27293586730957,13.024060336153877,12.128641619060451,12.948299724016278,698684000
2020-09-11,12.12614917755127,12.612610574725382,11.858246276405783,12.446137258689868,636928000
2020-09-14,12.8316650390625,13.27301908186381,12.591425657125022,13.039757599396154,1201744000
2020-09-15,12.950041770935059,13.256821236776068,12.787306500721442,13.238130162189842,727556000
2020-09-16,12.475043296813965,13.051470091595386,12.474296072141467,12.916397348697215,556384000
2020-09-17,12.424206733703613,12.550058975439136,11.996808402477319,12.094000865150567,792512000
2020-09-18,12.150819778442383,12.592672005177674,11.950952377889003,12.554044480221386,698460000
2020-09-21,12.477785110473633,12.48301853522082,11.866966963073288,11.887402512276836,721044000
2020-09-22,12.597906112670898,12.608123888333473,12.117177260031074,12.535354084103151,646452000
2020-09-23,12.085526466369629,12.686875066180855,12.04116736498731,12.535852009546938,647012000
2020-09-24,12.30906867980957,12.52987072793665,11.976122083308846,12.034188858042343,731240000
2020-09-25,12.833159446716309,12.842879070512348,12.207140191257526,12.408253885902678,588016000
2020-09-28,12.993902206420898,13.010599730507748,12.709800926062767,12.999135631045021,573808000
2020-09-29,13.184052467346191,13.400368327891107,12.89247510346008,12.896711278367409,621460000
2020-09-30,13.48784351348877,13.579553477522746,13.108792330522316,13.116019306510315,689184000
2020-10-01,13.571576118469238,13.719358341774951,13.418310444661264,13.714624017312177,525004000
2020-10-02,13.02106761932373,13.476875649121473,13.00985259385237,13.183304746291645,552496000
2020-10-05,13.599488258361816,13.601232733408866,13.181061420646227,13.19426999628857,479820000
2020-10-06,13.693190574645996,14.09741250205041,13.621916178803843,13.786395919465548,784420000
2020-10-07,13.919973373413086,14.074734441277332,13.819790128206504,13.95561104695372,418084000
2020-10-08,13.795117378234863,14.040092973403969,13.714622463476868,14.03062242421629,378900000
2020-10-09,13.719361305236816,13.780667968269627,13.617683584761515,13.723598431479486,346892000
2020-10-12,14.18114948272705,14.301768294691879,13.868638402637721,13.945395309887523,434744000
2020-10-13,14.203328132629395,14.303262307853934,13.974551882634765,14.251426207794067,344604000
2020-10-14,14.050809860229492,14.297528996425399,13.915986192504583,14.245443824324763,276100000
2020-10-15,13.925958633422852,13.961595365661793,13.72434576489664,13.767210424234035,267224000
2020-10-16,13.767956733703613,14.07697982965037,13.749016580868137,13.99249684204658,242392000
2020-10-19,13.455196380615234,13.939414220058843,13.364482718053416,13.859168359537124,298068000
2020-10-20,13.602479934692383,13.7562437743147,13.464416371504672,13.540675128663521,229212000
2020-10-21,13.482109069824219,13.74801839791896,13.435008244461862,13.582043246069873,219596000
2020-10-22,13.318875312805176,13.568834334002846,13.19003228924796,13.479866110525936,290480000
2020-10-23,13.547404289245605,13.550395089783553,13.249347153880276,13.407596247442646,233484000
2020-10-26,13.099817276000977,13.64957879899875,12.997391406196375,13.384666737166388,336896000
2020-10-27,13.354513168334961,13.39962044326866,13.149909542923867,13.264048592896252,250520000
2020-10-28,12.587188720703125,13.218193334409735,12.56924582198825,13.156388537797922,376520000
2020-10-29,12.982935905456543,13.15115365188717,12.709799651510538,12.798020636613511,320080000
2020-10-30,12.494482040405273,12.895712202598007,12.26121961191501,12.809485711152558,416820000
2020-11-02,12.541089057922363,12.796281572379058,12.355924635927192,12.617845977166253,299652000
2020-11-03,12.978452682495117,13.063682887469264,12.563016632474788,12.668433313890562,272900000
2020-11-04,13.750758171081543,13.783904144590073,13.294950174627308,13.34703534632998,410228000
2020-11-05,14.115355491638184,14.293791032615538,13.946888650320856,14.117848141886952,319028000
2020-11-06,14.516092300415039,14.542757580837613,13.851195258540193,14.065267578795297,383348000
2020-11-09,13.587773323059082,14.645178892872087,13.567836875389528,14.506617206699142,582976000
2020-11-10,12.729736328125,13.563598039431684,12.588432934772133,13.563598039431684,644068000
2020-11-11,13.375696182250977,13.39264278268389,12.90742679884248,13.012594400822232,404744000
2020-11-12,13.414323806762695,13.722598689302842,13.274017628340097,13.436503832434182,365812000
2020-11-13,13.255078315734863,13.625656173241703,13.018077819853307,13.584286919539194,346312000
2020-11-16,13.472638130187988,13.606464543099285,13.11452073690316,13.130968235107892,413776000
2020-11-17,13.379929542541504,13.55338070891605,13.261803415510638,13.509768842466615,312028000
2020-11-18,13.386412620544434,13.562854630402907,13.143431482279327,13.422797522554765,510924000
2020-11-19,13.397875785827637,13.44497661001742,13.058698515613026,13.171093089061117,565936000
2020-11-20,13.046488761901855,13.451956129803182,13.023809633893343,13.411584125731357,341088000
2020-11-23,13.098569869995117,13.340304620077111,12.97446214519793,13.129721338620866,361356000
2020-11-24,12.916897773742676,13.120503208532503,12.844377045037543,13.101064907711441,346500000
2020-11-25,13.193025588989258,13.22766602005471,12.97895327690436,12.991413678956471,259916000
2020-11-27,13.219438552856445,13.365228168197541,13.12897493434627,13.332830370269797,167276000
2020-11-30,13.359248161315918,13.370214112302172,12.931351715293895,13.223179104994932,286952000
2020-12-01,13.347784042358398,13.486096664221465,13.186543220522184,13.449711765076747,296948000
2020-12-02,13.50179672241211,13.630389717182007,13.192524609305062,13.308408129801464,283360000
2020-12-03,13.357710838317871,13.620956200375707,13.290902903796256,13.548663195020822,199520000
2020-12-04,13.519499778747559,13.521244769489112,13.350483874410065,13.410062708164736,202244000
2020-12-07,13.567855834960938,13.692000236508074,13.461411434532142,13.56237171598767,223244000
2020-12-08,13.31184196472168,13.559880694269241,13.243537241523532,13.54616991993234,271920000
2020-12-09,12.893790245056152,13.375658648592895,12.831468887287063,13.262483420440846,401300000
2020-12-10,12.935173034667969,13.031397616453376,12.812773594068839,12.832218590000648,207764000
2020-12-11,12.976054191589355,12.982785004370417,12.786347593211344,12.930185195475408,209264000
2020-12-14,13.270711898803711,13.350483171632279,13.04012303356649,13.050592977464667,270156000
2020-12-15,13.322312355041504,13.425515937821444,13.149059056353826,13.401335220553591,193016000
2020-12-16,13.20465087890625,13.39884408132627,13.174735939570619,13.384135760177303,223116000
2020-12-17,13.303117752075195,13.341258393471877,13.140832689289908,13.328544212374,231384000
2020-12-18,13.234065055847168,13.366684324788022,13.033141062616313,13.34075861756635,342064000
2020-12-21,13.294140815734863,13.331783154794788,12.930433506327743,13.037377156557108,302332000
2020-12-22,13.24029541015625,13.299126780742803,13.016686562423502,13.281178581595443,185580000
2020-12-23,12.972066879272461,13.237057248843026,12.96782945257242,13.218111501054674,179144000
2020-12-24,12.956609725952148,13.094963214418865,12.901767578496214,12.999985337124272,97884000
2020-12-28,12.863127708435059,13.025163617065004,12.726769309604906,13.025163617065004,212564000
2020-12-29,12.906251907348633,13.035132975981949,12.805540779437411,12.88805456117647,170372000
2020-12-30,13.108176231384277,13.175981710757751,12.859888338350087,12.953120278145812,225396000
2020-12-31,13.01768684387207,13.113412177695672,12.878086645878383,13.098953955951297,192424000
2021-01-04,13.07601547241211,13.613475282257896,12.925447074226154,13.066792224905207,560640000
2021-01-05,13.366433143615723,13.405072074607714,13.049591437015838,13.062304664728773,322760000
2021-01-06,12.578444480895996,13.207142186008463,12.55002633699992,13.184706458898969,580424000
2021-01-07,13.305859565734863,13.33951363281077,12.849667703065894,12.930435562151088,461480000
2021-01-08,13.238802909851074,13.382640540646907,13.004724061709922,13.32430840322089,292528000
2021-01-11,13.582565307617188,13.92109533146687,13.324305789405765,13.380394628106359,518344000
2021-01-12,13.446206092834473,13.715185654983586,13.306856014425799,13.713190565215053,291476000
2021-01-13,13.493071556091309,13.586055290946524,13.346741517718936,13.451440936900354,210028000
2021-01-14,13.162519454956055,13.56087745931454,13.142826263852895,13.536198445576108,283120000
2021-01-15,12.82274341583252,13.287161896457812,12.811775176828125,13.190189882912284,277780000
2021-01-19,12.988021850585938,13.05657477975122,12.807289326171569,12.979046798283063,226188000
2021-01-20,13.327546119689941,13.392110759074399,13.019429339264908,13.074271482544104,258572000
2021-01-21,13.827862739562988,13.959236264193995,13.21511912323299,13.380145761603893,337780000
2021-01-22,13.673308372497559,13.802189492229553,13.588302121629017,13.700729927800054,246820000
2021-01-25,13.61422348022461,13.788972601299603,13.198664758310809,13.742356162385255,251112000
2021-01-26,13.396848678588867,13.605749231505072,13.349234689420664,13.541682883107807,163980000
2021-01-27,12.880828857421875,13.194928106319463,12.757182726351548,13.192185570772127,371272000
2021-01-28,13.013694763183594,13.301620049021917,12.92345356941751,12.959101769876003,228316000
2021-01-29,12.952619552612305,13.296633658801358,12.874593293619666,13.037625772129568,271552000
2021-02-01,13.199163436889648,13.23281654648727,12.865868417998428,13.015938521101374,217204000
2021-02-02,13.5180025100708,13.533208177107893,13.247527071774433,13.360454111923822,220440000
2021-02-03,13.491827011108398,13.89193002868741,13.477867087311907,13.597024736589539,245408000
2021-02-04,13.625192642211914,13.634415890210278,13.299625966810302,13.492323286600454,201340000
2021-02-05,13.552153587341309,13.6979862959355,13.50703298248736,13.68577136233769,169152000
2021-02-08,14.397480010986328,14.432379818392382,13.688013522894353,13.688013522894353,434624000
2021-02-09,14.222481727600098,14.54156676786031,14.18184770115254,14.299759600879625,287560000
2021-02-10,14.72204875946045,14.862396381578142,14.300507596143618,14.421909473206185,485352000
2021-02-11,15.207158088684082,15.228597220621056,14.882339786927213,14.937432032198304,450828000
2021-02-12,14.918487548828125,15.247544255487185,14.732769210253142,15.006983766434686,374756000
2021-02-16,15.286432266235352,15.328562137060997,14.90726913449547,15.021192763254522,321960000
2021-02-17,14.863393783569336,15.179986376068083,14.737753530677445,15.127635715976565,274756000
2021-02-18,14.786616325378418,14.830739386268437,14.533341644579552,14.686901764314483,233868000
2021-02-19,14.883835792541504,15.133619512638292,14.804313681704349,14.981555252381096,271724000
2021-02-22,14.314715385437012,15.089993119541159,14.284053007840376,14.732517382218266,325884000
2021-02-23,14.101579666137695,14.198053394853817,13.35122992204336,14.035019925437572,391780000
2021-02-24,14.457555770874023,14.465284128044166,13.716679525715865,14.082381925555026,448320000
2021-02-25,13.269463539123535,14.3336633080336,13.178474888234955,14.005354056686674,824436000
2021-02-26,13.675301551818848,13.814900794289937,13.322811562682315,13.713192095526345,500932000
2021-03-01,13.8021879196167,13.885200021705584,13.514512672161931,13.835342740558906,353184000
2021-03-02,13.36793041229248,13.880710314412896,13.357709618961268,13.86026872775047,264116000
2021-03-03,12.768150329589844,13.413051207077928,12.762166962212012,13.387873897050037,377592000
2021-03-04,12.334893226623535,12.93791536777413,12.049212120822903,12.764162806346638,573344000
2021-03-05,12.425881385803223,12.514128448535434,11.645866892554002,12.514128448535434,542840000
2021-03-08,11.560114860534668,12.435604699983601,11.533440753468302,12.414415664202755,543112000
2021-03-09,12.488774299621582,12.585031142216502,12.028932816334903,12.09975442063535,521824000
2021-03-10,12.436904907226562,12.947367629501878,12.426182115532276,12.808218669435043,384376000
2021-03-11,12.960831642150879,13.013449604669338,12.70248299212782,12.917441062642364,299916000
2021-03-12,12.823678016662598,12.856345807578716,12.55834698640387,12.616450011981625,243964000
2021-03-15,13.158084869384766,13.17354596831994,12.735151088409987,12.832405805122997,221988000
2021-03-16,13.257834434509277,13.478527766958353,13.083772684178307,13.322919832651639,272128000
2021-03-17,13.307710647583008,13.419428593633414,12.956844570714871,13.006968295981748,243864000
2021-03-18,12.690513610839844,13.15085349936061,12.685027598463575,13.103473263809228,293896000
2021-03-19,12.813453674316406,12.889013577295337,12.580790435356477,12.717944549061619,299208000
2021-03-22,13.153099060058594,13.360825558253854,12.874301724797736,12.880287158091585,297804000
2021-03-23,13.037888526916504,13.310949633938653,12.988512512674987,13.220926519947097,222048000
2021-03-24,12.611213684082031,13.126166380625975,12.604979968071678,13.118186120651787,245840000
2021-03-25,12.503734588623047,12.682783882467008,12.241147031908534,12.46807503156729,295144000
2021-03-26,12.80696964263916,12.823927099731126,12.342390872874107,12.522935565816912,363968000
2021-03-29,12.91569709777832,13.029660048696257,12.668071206371831,12.788018639128039,273520000
2021-03-30,12.839388847351074,12.942629001970921,12.673058121314657,12.809713771579235,200204000
2021-03-31,13.314692497253418,13.436634761447108,12.949861691430945,12.982778720855652,314776000
2021-04-01,13.77702808380127,13.835131119935525,13.477282664265397,13.538130133989712,308276000
2021-04-05,13.9523344039917,13.978767529559853,13.698473850909528,13.832636208536442,255672000
2021-04-06,13.82664966583252,14.018915037379223,13.738871566976432,13.964552432362328,191744000
2021-04-07,14.107942581176758,14.207690603431818,13.67702849951117,13.845852528976325,251284000
2021-04-08,14.281003952026367,14.435115508887359,14.213174129178825,14.216915499834881,244416000
2021-04-09,14.363797187805176,14.371777448243606,14.139363421566275,14.178264931921397,195172000
2021-04-12,15.170761108398438,15.313900647385516,14.103700845388609,14.253822754507906,869324000
2021-04-13,15.640079498291016,15.660528141496703,15.087721653634365,15.193205869262812,676212000
